	station_id	stationname	date	daytype	rides
524686	40370	Washington/Dearborn	03/31/2017	W	12,398
524743	40370	Washington/Dearborn	04/21/2012	A	3,834
525360	40370	Washington/Dearborn	08/07/2005	U	2,994
525383	40370	Washington/Dearborn	07/20/2008	U	2,306
525549	40370	Washington/Dearborn	08/05/2008	W	7,757
525786	40370	Washington/Dearborn	08/24/2002	A	3,140
525952	40370	Washington/Dearborn	01/30/2002	W	9,291
525965	40370	Washington/Dearborn	12/18/2008	W	8,048
526159	40370	Washington/Dearborn	01/25/2012	W	9,198
526380	40370	Washington/Dearborn	07/18/2009	A	815
526580	40370	Washington/Dearborn	03/25/2001	U	1,330
526702	40370	Washington/Dearborn	08/14/2013	W	11,122
526724	40370	Washington/Dearborn	01/10/2016	U	3,060
526878	40370	Washington/Dearborn	05/04/2006	W	9,452
526885	40370	Washington/Dearborn	05/23/2017	W	13,180
527113	40370	Washington/Dearborn	07/05/2011	W	8,217
527122	40370	Washington/Dearborn	04/01/2015	W	11,808
527213	40370	Washington/Dearborn	06/16/2011	W	9,329
527239	40370	Washington/Dearborn	01/05/2005	W	9,037
527244	40370	Washington/Dearborn	10/05/2008	U	1,625
527271	40370	Washington/Dearborn	12/27/2011	W	6,974
527286	40370	Washington/Dearborn	03/21/2013	W	9,731
527366	40370	Washington/Dearborn	08/16/2006	W	8,593
527533	40370	Washington/Dearborn	10/14/2009	W	7,220
527638	40370	Washington/Dearborn	06/14/2004	W	9,476
527695	40370	Washington/Dearborn	04/18/2002	W	9,286
528036	40370	Washington/Dearborn	06/22/2004	W	9,888
528286	40370	Washington/Dearborn	05/13/2006	A	3,053
528302	40370	Washington/Dearborn	03/24/2008	W	6,815
528623	40370	Washington/Dearborn	11/25/2008	W	7,713
529361	40370	Washington/Dearborn	06/22/2002	A	3,326
529573	40370	Washington/Dearborn	03/14/2009	A	3,854
529622	40370	Washington/Dearborn	10/22/2014	W	11,694
529649	40370	Washington/Dearborn	03/28/2004	U	1,974
529955	40370	Washington/Dearborn	12/09/2006	A	4,549
529968	40370	Washington/Dearborn	05/01/2010	A	4,629
530059	40370	Washington/Dearborn	07/09/2011	A	3,878
530273	40370	Washington/Dearborn	07/10/2013	W	11,394
530651	40370	Washington/Dearborn	08/10/2015	W	11,708
530848	40370	Washington/Dearborn	04/09/2007	W	7,175
530975	40370	Washington/Dearborn	11/29/2002	W	7,985
531104	40370	Washington/Dearborn	06/02/2002	U	1,813
531153	40370	Washington/Dearborn	09/12/2001	W	8,713
531319	40370	Washington/Dearborn	03/03/2005	W	9,714
531424	40370	Washington/Dearborn	10/06/2017	W	13,798
531516	40370	Washington/Dearborn	08/25/2013	U	4,148
531532	40370	Washington/Dearborn	01/11/2007	W	7,591
531923	40370	Washington/Dearborn	01/27/2015	W	11,280
531931	40370	Washington/Dearborn	10/27/2005	W	10,900
531938	40370	Washington/Dearborn	06/19/2010	A	2,081
532113	40370	Washington/Dearborn	03/08/2008	A	2,317
532149	40370	Washington/Dearborn	05/24/2006	W	9,286
532493	40370	Washington/Dearborn	05/24/2005	W	10,208
532581	40370	Washington/Dearborn	04/09/2017	U	5,113
532607	40370	Washington/Dearborn	03/07/2006	W	9,256
532822	40370	Washington/Dearborn	09/17/2007	W	6,922
532860	40370	Washington/Dearborn	10/09/2016	U	7,073
533143	40370	Washington/Dearborn	04/06/2014	U	3,444
533327	40370	Washington/Dearborn	02/28/2007	W	7,505
533641	40370	Washington/Dearborn	09/13/2004	W	9,871
533768	40370	Washington/Dearborn	11/12/2003	W	9,703
533858	40370	Washington/Dearborn	11/06/2005	U	2,538
533922	40370	Washington/Dearborn	03/05/2005	A	3,314
534077	40370	Washington/Dearborn	04/14/2003	W	8,942
534137	40370	Washington/Dearborn	11/24/2011	U	2,303
534276	40370	Washington/Dearborn	10/13/2005	W	10,793
534738	40370	Washington/Dearborn	02/22/2009	U	1,279
534971	40370	Washington/Dearborn	12/10/2011	A	5,557
534974	40370	Washington/Dearborn	11/25/2013	W	12,002
535012	40370	Washington/Dearborn	12/22/2005	W	9,807
535051	40370	Washington/Dearborn	03/26/2007	W	7,389
535173	40370	Washington/Dearborn	12/22/2001	A	3,630
535367	40370	Washington/Dearborn	01/12/2007	W	7,387
535472	40370	Washington/Dearborn	05/14/2001	W	8,893
535552	40370	Washington/Dearborn	08/22/2005	W	10,011
535620	40370	Washington/Dearborn	08/21/2009	W	6,749
535760	40370	Washington/Dearborn	08/16/2011	W	8,913
536050	40370	Washington/Dearborn	01/24/2002	W	9,385
536080	40370	Washington/Dearborn	04/28/2004	W	9,428
536115	40370	Washington/Dearborn	11/20/2016	U	4,925
536178	40370	Washington/Dearborn	09/15/2011	W	9,444
536251	40370	Washington/Dearborn	09/29/2009	W	7,023
536302	40370	Washington/Dearborn	10/25/2016	W	12,921
536412	40370	Washington/Dearborn	05/20/2006	A	3,854
536595	40370	Washington/Dearborn	11/24/2001	A	3,367
536637	40370	Washington/Dearborn	01/31/2002	W	8,690
536641	40370	Washington/Dearborn	08/14/2011	U	2,547
536646	40370	Washington/Dearborn	05/13/2013	W	9,425
536975	40370	Washington/Dearborn	01/03/2015	A	3,948
537050	40370	Washington/Dearborn	07/10/2005	U	2,746
537171	40370	Washington/Dearborn	04/23/2003	W	9,069
537273	40370	Washington/Dearborn	06/19/2016	U	5,971
537285	40370	Washington/Dearborn	05/13/2001	U	1,533
537367	40370	Washington/Dearborn	07/03/2010	A	3,968
537479	40370	Washington/Dearborn	06/26/2006	W	8,772
537664	40370	Washington/Dearborn	03/28/2002	W	9,317
537675	40370	Washington/Dearborn	05/23/2001	W	9,739
538026	40370	Washington/Dearborn	03/02/2016	W	12,305
538139	40370	Washington/Dearborn	01/20/2007	A	2,564
538230	40370	Washington/Dearborn	06/13/2002	W	9,708
538329	40370	Washington/Dearborn	12/06/2015	U	6,294
538374	40370	Washington/Dearborn	12/12/2014	W	12,929
538744	40370	Washington/Dearborn	07/24/2012	W	9,436
539014	40370	Washington/Dearborn	11/02/2011	W	8,961
539037	40370	Washington/Dearborn	07/16/2013	W	11,071
539446	40370	Washington/Dearborn	10/19/2003	U	2,364
539629	40370	Washington/Dearborn	08/21/2002	W	9,532
539677	40370	Washington/Dearborn	03/28/2006	W	9,012
540063	40370	Washington/Dearborn	01/31/2011	W	8,489
540094	40370	Washington/Dearborn	06/18/2001	W	9,372
540155	40370	Washington/Dearborn	10/08/2011	A	4,157
540273	40370	Washington/Dearborn	08/03/2002	A	3,002
540485	40370	Washington/Dearborn	08/17/2005	W	10,395
540872	40370	Washington/Dearborn	01/03/2012	W	8,106
541033	40370	Washington/Dearborn	08/27/2014	W	11,428
541233	40370	Washington/Dearborn	01/10/2017	W	12,089
541490	40370	Washington/Dearborn	10/11/2016	W	13,341
541545	40370	Washington/Dearborn	09/02/2012	U	3,161
541589	40370	Washington/Dearborn	09/30/2006	A	3,168
541707	40370	Washington/Dearborn	05/24/2014	A	6,019
542050	40370	Washington/Dearborn	04/03/2009	W	7,078
542144	40370	Washington/Dearborn	01/22/2005	A	2,505
542262	40370	Washington/Dearborn	04/11/2006	W	9,408
542539	40370	Washington/Dearborn	09/02/2004	W	9,911
542752	40370	Washington/Dearborn	01/19/2017	W	12,427
543259	40370	Washington/Dearborn	05/25/2016	W	12,309
543264	40370	Washington/Dearborn	10/15/2004	W	10,334
543455	40370	Washington/Dearborn	11/04/2016	W	20,410
543510	40370	Washington/Dearborn	03/11/2010	W	7,720
543801	40370	Washington/Dearborn	10/01/2005	A	4,343
544065	40370	Washington/Dearborn	08/23/2003	A	3,256
544217	40370	Washington/Dearborn	03/24/2005	W	9,620
544353	40370	Washington/Dearborn	07/09/2005	A	4,033
544384	40370	Washington/Dearborn	04/21/2006	W	9,336
544405	40370	Washington/Dearborn	04/23/2016	A	5,638
544459	40370	Washington/Dearborn	09/28/2016	W	12,734
544565	40370	Washington/Dearborn	05/07/2015	W	12,184
544658	40370	Washington/Dearborn	02/06/2017	W	12,092
544762	40370	Washington/Dearborn	03/09/2006	W	8,999
544820	40370	Washington/Dearborn	08/08/2015	A	6,853
544892	40370	Washington/Dearborn	02/12/2011	A	3,217
544931	40370	Washington/Dearborn	09/11/2014	W	11,855
545560	40370	Washington/Dearborn	07/03/2016	U	5,167
545594	40370	Washington/Dearborn	01/19/2002	A	2,220
545767	40370	Washington/Dearborn	04/23/2001	W	8,840
546189	40370	Washington/Dearborn	02/28/2010	U	1,528
546493	40370	Washington/Dearborn	12/23/2015	W	11,290
546526	40370	Washington/Dearborn	08/08/2008	W	8,004
546531	40370	Washington/Dearborn	01/16/2017	W	6,903
546615	40370	Washington/Dearborn	09/22/2005	W	10,658
546684	40370	Washington/Dearborn	04/27/2008	U	1,613
546755	40370	Washington/Dearborn	12/21/2005	W	9,792
546831	40370	Washington/Dearborn	04/02/2011	A	3,405
547035	40370	Washington/Dearborn	11/07/2006	W	6,959
547056	40370	Washington/Dearborn	08/01/2008	W	7,873
547243	40370	Washington/Dearborn	11/10/2007	A	2,948
547319	40370	Washington/Dearborn	04/21/2001	A	2,703
547351	40370	Washington/Dearborn	12/27/2004	W	7,509
547503	40370	Washington/Dearborn	09/24/2003	W	10,027
547718	40370	Washington/Dearborn	09/06/2004	U	2,261
547792	40370	Washington/Dearborn	05/11/2003	U	1,290
547837	40370	Washington/Dearborn	12/10/2006	U	2,973
547874	40370	Washington/Dearborn	08/12/2006	A	3,297
547963	40370	Washington/Dearborn	01/08/2002	W	8,950
548029	40370	Washington/Dearborn	06/06/2006	W	9,855
548108	40370	Washington/Dearborn	01/11/2014	A	4,791
548140	40370	Washington/Dearborn	12/02/2002	W	9,779
548581	40370	Washington/Dearborn	02/11/2012	A	3,359
548699	40370	Washington/Dearborn	02/04/2001	U	1,251
549206	40370	Washington/Dearborn	08/27/2012	W	9,503
549361	40370	Washington/Dearborn	09/23/2014	W	11,336
549422	40370	Washington/Dearborn	01/26/2014	U	3,079
549425	40370	Washington/Dearborn	04/05/2006	W	9,218
549469	40370	Washington/Dearborn	03/16/2017	W	13,198
549661	40370	Washington/Dearborn	12/24/2012	W	4,564
549720	40370	Washington/Dearborn	02/28/2017	W	12,660
549943	40370	Washington/Dearborn	01/08/2001	W	8,397
549947	40370	Washington/Dearborn	08/31/2002	A	3,136
550014	40370	Washington/Dearborn	08/21/2007	W	7,073
550037	40370	Washington/Dearborn	08/25/2010	W	8,687
550056	40370	Washington/Dearborn	06/25/2009	W	7,820
550164	40370	Washington/Dearborn	03/19/2003	W	9,358
550253	40370	Washington/Dearborn	07/07/2001	A	3,028
550379	40370	Washington/Dearborn	11/05/2010	W	8,422
550877	40370	Washington/Dearborn	05/01/2005	U	2,013
551025	40370	Washington/Dearborn	01/01/2012	U	1,872
551093	40370	Washington/Dearborn	01/29/2014	W	10,852
551149	40370	Washington/Dearborn	02/29/2016	W	12,077
551265	40370	Washington/Dearborn	05/16/2007	W	7,817
551643	40370	Washington/Dearborn	09/19/2008	W	7,802
551661	40370	Washington/Dearborn	10/05/2015	W	12,272
551665	40370	Washington/Dearborn	07/28/2003	W	9,499
551717	40370	Washington/Dearborn	08/20/2015	W	12,201
551749	40370	Washington/Dearborn	02/14/2001	W	9,321
551787	40370	Washington/Dearborn	05/05/2015	W	11,347
552337	40370	Washington/Dearborn	04/03/2010	A	2,320
552338	40370	Washington/Dearborn	06/22/2010	W	8,238
552351	40370	Washington/Dearborn	02/14/2014	W	11,584
552353	40370	Washington/Dearborn	11/11/2003	W	7,036
552360	40370	Washington/Dearborn	04/04/2004	U	1,676
552368	40370	Washington/Dearborn	09/26/2003	W	9,806
552478	40370	Washington/Dearborn	03/01/2010	W	5,948
552582	40370	Washington/Dearborn	01/13/2007	A	2,351
552643	40370	Washington/Dearborn	08/28/2003	W	9,469
552650	40370	Washington/Dearborn	05/13/2014	W	10,934
553097	40370	Washington/Dearborn	12/19/2011	W	9,964
553117	40370	Washington/Dearborn	09/13/2010	W	8,616
553155	40370	Washington/Dearborn	05/07/2005	A	3,799
553346	40370	Washington/Dearborn	11/27/2015	W	7,114
553440	40370	Washington/Dearborn	04/22/2011	W	6,816
553598	40370	Washington/Dearborn	12/16/2013	W	12,145
553738	40370	Washington/Dearborn	08/16/2008	A	3,677
554054	40370	Washington/Dearborn	08/26/2005	W	10,130
554370	40370	Washington/Dearborn	08/10/2010	W	8,139
554389	40370	Washington/Dearborn	03/18/2003	W	9,191
554930	40370	Washington/Dearborn	07/30/2011	A	3,871
554974	40370	Washington/Dearborn	01/22/2001	W	8,984
555440	40370	Washington/Dearborn	09/21/2008	U	2,149
555579	40370	Washington/Dearborn	10/01/2012	W	9,724
555645	40370	Washington/Dearborn	04/21/2002	U	1,411
555727	40370	Washington/Dearborn	02/15/2009	U	1,596
555754	40370	Washington/Dearborn	12/28/2007	W	5,898
555893	40370	Washington/Dearborn	10/03/2010	U	2,092
556417	40370	Washington/Dearborn	04/04/2009	A	3,039
556490	40370	Washington/Dearborn	02/24/2008	U	1,649
556520	40370	Washington/Dearborn	07/01/2014	W	11,458
556744	40370	Washington/Dearborn	03/31/2016	W	12,828
556967	40370	Washington/Dearborn	07/06/2006	W	9,155
557004	40370	Washington/Dearborn	04/03/2004	A	3,440
557070	40370	Washington/Dearborn	10/20/2016	W	12,810
557192	40370	Washington/Dearborn	05/23/2009	A	1,151
557290	40370	Washington/Dearborn	02/10/2007	A	2,249
557366	40370	Washington/Dearborn	02/05/2015	W	11,577
557380	40370	Washington/Dearborn	06/05/2004	A	3,370
557403	40370	Washington/Dearborn	02/13/2005	U	1,846
557415	40370	Washington/Dearborn	11/19/2008	W	7,872
558129	40370	Washington/Dearborn	06/02/2012	A	4,401
558213	40370	Washington/Dearborn	07/17/2010	A	4,100
558259	40370	Washington/Dearborn	12/22/2014	W	12,101
558560	40370	Washington/Dearborn	01/11/2005	W	9,761
558795	40370	Washington/Dearborn	02/03/2001	A	2,167
558799	40370	Washington/Dearborn	11/26/2015	U	3,346
558979	40370	Washington/Dearborn	09/23/2001	U	1,293
559294	40370	Washington/Dearborn	04/24/2002	W	9,706
559296	40370	Washington/Dearborn	03/05/2011	A	2,942
559446	40370	Washington/Dearborn	06/26/2014	W	12,170
559595	40370	Washington/Dearborn	10/08/2010	W	8,905
559640	40370	Washington/Dearborn	10/06/2014	W	11,209
559692	40370	Washington/Dearborn	06/28/2007	W	8,111
559726	40370	Washington/Dearborn	03/06/2001	W	9,265
560047	40370	Washington/Dearborn	03/24/2013	U	2,461
560451	40370	Washington/Dearborn	10/16/2013	W	11,755
560547	40370	Washington/Dearborn	03/24/2009	W	7,260
560600	40370	Washington/Dearborn	12/17/2010	W	9,048
560630	40370	Washington/Dearborn	04/24/2008	W	7,421
560763	40370	Washington/Dearborn	08/28/2006	W	7,683
560775	40370	Washington/Dearborn	02/28/2013	W	9,650
560786	40370	Washington/Dearborn	09/02/2009	W	6,852
560870	40370	Washington/Dearborn	07/18/2015	A	6,421
560927	40370	Washington/Dearborn	11/19/2011	A	4,965
561276	40370	Washington/Dearborn	12/29/2002	U	1,873
561298	40370	Washington/Dearborn	06/08/2003	U	1,589
561366	40370	Washington/Dearborn	11/30/2001	W	9,725
561451	40370	Washington/Dearborn	01/06/2014	W	4,446
561483	40370	Washington/Dearborn	10/31/2005	W	10,307
561495	40370	Washington/Dearborn	09/11/2001	W	6,962
561738	40370	Washington/Dearborn	12/20/2011	W	9,864
561756	40370	Washington/Dearborn	07/15/2016	W	13,230
562014	40370	Washington/Dearborn	04/13/2010	W	7,722
562137	40370	Washington/Dearborn	06/06/2010	U	2,242
562264	40370	Washington/Dearborn	02/18/2008	W	4,234
562324	40370	Washington/Dearborn	01/05/2014	U	2,500
563202	40370	Washington/Dearborn	01/18/2008	W	6,500
563203	40370	Washington/Dearborn	01/16/2004	W	8,652
563321	40370	Washington/Dearborn	03/31/2005	W	9,621
563554	40370	Washington/Dearborn	04/02/2014	W	11,293
563596	40370	Washington/Dearborn	05/02/2007	W	7,475
563619	40370	Washington/Dearborn	03/01/2003	A	2,599
563846	40370	Washington/Dearborn	05/23/2004	U	1,960
564156	40370	Washington/Dearborn	09/23/2015	W	12,015
564260	40370	Washington/Dearborn	04/21/2013	U	2,626
564318	40370	Washington/Dearborn	03/05/2004	W	8,820
564344	40370	Washington/Dearborn	08/15/2007	W	7,408
564365	40370	Washington/Dearborn	07/09/2016	A	7,272
564495	40370	Washington/Dearborn	06/01/2006	W	9,516
564684	40370	Washington/Dearborn	06/29/2005	W	11,149
564822	40370	Washington/Dearborn	05/08/2002	W	9,292
565060	40370	Washington/Dearborn	09/15/2012	A	4,446
565085	40370	Washington/Dearborn	04/11/2009	A	2,368
565102	40370	Washington/Dearborn	04/11/2017	W	12,572
565235	40370	Washington/Dearborn	01/16/2009	W	6,103
565256	40370	Washington/Dearborn	11/24/2003	W	8,718
565284	40370	Washington/Dearborn	03/05/2001	W	6,845
565518	40370	Washington/Dearborn	06/01/2008	U	2,231
565549	40370	Washington/Dearborn	04/20/2013	A	4,100
565665	40370	Washington/Dearborn	01/02/2015	W	8,346
565984	40370	Washington/Dearborn	07/17/2006	W	8,147
566136	40370	Washington/Dearborn	04/20/2010	W	7,657
566204	40370	Washington/Dearborn	06/13/2012	W	10,202
566377	40370	Washington/Dearborn	10/18/2003	A	3,591
566731	40370	Washington/Dearborn	08/31/2006	W	8,307
566781	40370	Washington/Dearborn	10/07/2003	W	9,718
567110	40370	Washington/Dearborn	05/13/2008	W	7,133
567320	40370	Washington/Dearborn	03/15/2009	U	1,804
567552	40370	Washington/Dearborn	03/20/2011	U	1,907
567553	40370	Washington/Dearborn	06/06/2009	A	761
567636	40370	Washington/Dearborn	01/17/2017	W	12,210
567705	40370	Washington/Dearborn	04/17/2017	W	12,536
567889	40370	Washington/Dearborn	11/22/2015	U	4,932
568061	40370	Washington/Dearborn	08/17/2017	W	13,615
568206	40370	Washington/Dearborn	07/15/2006	A	3,519
568242	40370	Washington/Dearborn	10/26/2014	U	4,227
568612	40370	Washington/Dearborn	11/24/2008	W	7,364
568776	40370	Washington/Dearborn	10/23/2005	U	2,850
568876	40370	Washington/Dearborn	02/17/2009	W	7,717
568966	40370	Washington/Dearborn	04/13/2001	W	7,821
568967	40370	Washington/Dearborn	07/30/2015	W	13,717
569059	40370	Washington/Dearborn	08/29/2001	W	9,629
569087	40370	Washington/Dearborn	01/05/2007	W	7,557
569298	40370	Washington/Dearborn	08/12/2007	U	94
569345	40370	Washington/Dearborn	02/23/2011	W	8,564
569537	40370	Washington/Dearborn	01/23/2006	W	9,060
569568	40370	Washington/Dearborn	09/20/2007	W	7,411
569941	40370	Washington/Dearborn	07/30/2001	W	9,491
570058	40370	Washington/Dearborn	04/21/2015	W	11,486
570063	40370	Washington/Dearborn	02/17/2010	W	7,822
570068	40370	Washington/Dearborn	10/08/2015	W	12,724
570140	40370	Washington/Dearborn	01/26/2017	W	12,524
570170	40370	Washington/Dearborn	08/23/2012	W	9,922
570279	40370	Washington/Dearborn	02/15/2004	U	1,698
570494	40370	Washington/Dearborn	10/02/2001	W	9,592
570509	40370	Washington/Dearborn	11/20/2006	W	7,991
570527	40370	Washington/Dearborn	07/13/2005	W	10,823
570787	40370	Washington/Dearborn	04/07/2002	U	1,384
571193	40370	Washington/Dearborn	11/08/2014	A	5,724
571617	40370	Washington/Dearborn	07/02/2011	A	4,286
571949	40370	Washington/Dearborn	12/03/2013	W	13,683
572089	40370	Washington/Dearborn	05/20/2005	W	9,620
572132	40370	Washington/Dearborn	02/13/2001	W	9,654
572372	40370	Washington/Dearborn	12/08/2011	W	9,698
572394	40370	Washington/Dearborn	07/06/2016	W	13,081
572483	40370	Washington/Dearborn	10/16/2008	W	8,058
572744	40370	Washington/Dearborn	07/12/2005	W	10,362
572817	40370	Washington/Dearborn	01/21/2001	U	1,229
573060	40370	Washington/Dearborn	10/11/2004	W	7,758
573260	40370	Washington/Dearborn	07/21/2011	W	9,190
573605	40370	Washington/Dearborn	08/23/2002	W	9,112
573637	40370	Washington/Dearborn	06/21/2017	W	13,871
573669	40370	Washington/Dearborn	04/12/2012	W	9,764
573681	40370	Washington/Dearborn	01/07/2010	W	7,205
573685	40370	Washington/Dearborn	06/17/2011	W	9,196
573786	40370	Washington/Dearborn	09/08/2010	W	8,046
573888	40370	Washington/Dearborn	06/05/2001	W	9,249
573909	40370	Washington/Dearborn	11/11/2015	W	10,555
573942	40370	Washington/Dearborn	03/10/2014	W	11,403
573963	40370	Washington/Dearborn	07/04/2017	U	6,147
574044	40370	Washington/Dearborn	10/06/2006	W	8,346
574156	40370	Washington/Dearborn	02/04/2016	W	12,114
574186	40370	Washington/Dearborn	08/13/2012	W	9,404
574459	40370	Washington/Dearborn	08/06/2016	A	6,672
574572	40370	Washington/Dearborn	09/03/2017	U	6,717
575000	40370	Washington/Dearborn	04/03/2015	W	10,518
575312	40370	Washington/Dearborn	12/01/2009	W	8,002
575546	40370	Washington/Dearborn	03/16/2011	W	8,901
575729	40370	Washington/Dearborn	05/23/2012	W	9,505
576004	40370	Washington/Dearborn	02/19/2008	W	6,976
576163	40370	Washington/Dearborn	01/09/2002	W	9,241
576271	40370	Washington/Dearborn	04/15/2009	W	7,319
576468	40370	Washington/Dearborn	06/02/2011	W	8,681
576584	40370	Washington/Dearborn	07/10/2016	U	5,207
576671	40370	Washington/Dearborn	05/31/2003	A	2,819
576739	40370	Washington/Dearborn	05/12/2013	U	2,474
576874	40370	Washington/Dearborn	01/19/2010	W	7,433
577032	40370	Washington/Dearborn	06/29/2002	A	3,682
577413	40370	Washington/Dearborn	08/03/2006	W	8,546
577422	40370	Washington/Dearborn	02/07/2017	W	12,234
577461	40370	Washington/Dearborn	04/30/2016	A	5,280
577502	40370	Washington/Dearborn	12/15/2007	A	3,509
577550	40370	Washington/Dearborn	01/29/2008	W	6,803
577636	40370	Washington/Dearborn	05/16/2001	W	9,284
577677	40370	Washington/Dearborn	11/03/2017	W	13,379
577696	40370	Washington/Dearborn	08/11/2004	W	9,958
578341	40370	Washington/Dearborn	10/21/2001	U	1,945
578387	40370	Washington/Dearborn	12/27/2010	W	6,171
578561	40370	Washington/Dearborn	02/21/2003	W	9,118
578791	40370	Washington/Dearborn	05/17/2007	W	7,540
578813	40370	Washington/Dearborn	07/05/2002	W	7,627
579099	40370	Washington/Dearborn	11/15/2013	W	11,860
579154	40370	Washington/Dearborn	03/11/2001	U	1,477
579215	40370	Washington/Dearborn	01/21/2015	W	11,326
579394	40370	Washington/Dearborn	04/28/2012	A	3,523
579578	40370	Washington/Dearborn	03/24/2015	W	11,428
579641	40370	Washington/Dearborn	09/29/2015	W	12,340
579738	40370	Washington/Dearborn	03/01/2006	W	9,313
579743	40370	Washington/Dearborn	06/16/2013	U	4,205
580220	40370	Washington/Dearborn	10/07/2013	W	11,327
580412	40370	Washington/Dearborn	02/06/2004	W	8,663
580707	40370	Washington/Dearborn	08/18/2005	W	9,979
580747	40370	Washington/Dearborn	05/12/2015	W	11,473
580761	40370	Washington/Dearborn	06/08/2001	W	9,482
580781	40370	Washington/Dearborn	07/12/2008	A	3,200
581177	40370	Washington/Dearborn	11/13/2001	W	9,894
581340	40370	Washington/Dearborn	08/02/2007	W	7,519
581387	40370	Washington/Dearborn	01/15/2014	W	11,432
581399	40370	Washington/Dearborn	08/21/2012	W	9,620
581563	40370	Washington/Dearborn	03/30/2008	U	1,342
581699	40370	Washington/Dearborn	10/15/2009	W	7,343
582032	40370	Washington/Dearborn	09/14/2016	W	12,665
582175	40370	Washington/Dearborn	09/23/2011	W	8,670
582187	40370	Washington/Dearborn	01/26/2010	W	7,555
582189	40370	Washington/Dearborn	09/06/2010	U	2,452
582233	40370	Washington/Dearborn	04/22/2015	W	11,572
582316	40370	Washington/Dearborn	12/26/2001	W	6,735
582325	40370	Washington/Dearborn	07/21/2012	A	4,349
582972	40370	Washington/Dearborn	03/23/2001	W	9,215
583007	40370	Washington/Dearborn	07/14/2008	W	8,049
583092	40370	Washington/Dearborn	08/26/2015	W	11,952
583108	40370	Washington/Dearborn	11/26/2004	W	7,829
583142	40370	Washington/Dearborn	06/20/2014	W	11,589
583341	40370	Washington/Dearborn	01/15/2016	W	11,806
583535	40370	Washington/Dearborn	05/20/2007	U	2,190
583569	40370	Washington/Dearborn	12/24/2004	W	2,583
583584	40370	Washington/Dearborn	04/11/2014	W	11,303
583686	40370	Washington/Dearborn	04/18/2003	W	7,353
584017	40370	Washington/Dearborn	04/02/2016	A	5,927
584186	40370	Washington/Dearborn	07/17/2004	A	5,535
584346	40370	Washington/Dearborn	05/11/2013	A	3,904
584372	40370	Washington/Dearborn	12/17/2008	W	8,182
584419	40370	Washington/Dearborn	03/29/2007	W	7,407
584551	40370	Washington/Dearborn	12/05/2005	W	9,132
584635	40370	Washington/Dearborn	07/25/2002	W	9,861
584874	40370	Washington/Dearborn	08/24/2004	W	9,317
584978	40370	Washington/Dearborn	08/19/2012	U	3,083
585071	40370	Washington/Dearborn	05/31/2015	U	4,920
585260	40370	Washington/Dearborn	06/14/2011	W	8,940
585388	40370	Washington/Dearborn	06/20/2013	W	10,888
585643	40370	Washington/Dearborn	06/05/2005	U	2,958
585802	40370	Washington/Dearborn	10/20/2004	W	10,023
585827	40370	Washington/Dearborn	02/27/2005	U	2,065
586015	40370	Washington/Dearborn	10/02/2008	W	7,652
586020	40370	Washington/Dearborn	06/07/2015	U	4,333
586563	40370	Washington/Dearborn	12/01/2016	W	13,358
586569	40370	Washington/Dearborn	11/22/2009	U	1,769
586574	40370	Washington/Dearborn	06/15/2007	W	7,611
587091	40370	Washington/Dearborn	08/28/2004	A	2,983
587121	40370	Washington/Dearborn	12/07/2008	U	2,002
587410	40370	Washington/Dearborn	10/13/2016	W	13,472
587486	40370	Washington/Dearborn	02/23/2007	W	7,259
587514	40370	Washington/Dearborn	03/22/2005	W	9,665
587683	40370	Washington/Dearborn	08/11/2013	U	4,495
587697	40370	Washington/Dearborn	11/20/2001	W	9,670
587828	40370	Washington/Dearborn	09/27/2011	W	8,778
587882	40370	Washington/Dearborn	12/17/2004	W	10,211
588173	40370	Washington/Dearborn	07/31/2005	U	2,857
588220	40370	Washington/Dearborn	05/03/2003	A	2,815
588298	40370	Washington/Dearborn	12/13/2007	W	7,461
588407	40370	Washington/Dearborn	10/14/2002	W	7,179
588475	40370	Washington/Dearborn	08/03/2016	W	12,891
588517	40370	Washington/Dearborn	04/04/2006	W	9,304
588579	40370	Washington/Dearborn	07/10/2015	W	13,291
588594	40370	Washington/Dearborn	07/04/2009	A	2,709
588681	40370	Washington/Dearborn	11/12/2013	W	11,571
588931	40370	Washington/Dearborn	02/22/2013	W	9,033
589016	40370	Washington/Dearborn	04/16/2010	W	7,854
589148	40370	Washington/Dearborn	05/16/2014	W	11,018
589176	40370	Washington/Dearborn	04/08/2010	W	7,806
589372	40370	Washington/Dearborn	01/25/2015	U	2,875
589434	40370	Washington/Dearborn	05/05/2003	W	9,000
589676	40370	Washington/Dearborn	09/17/2001	W	9,097
589734	40370	Washington/Dearborn	11/16/2003	U	1,933
590324	40370	Washington/Dearborn	04/29/2015	W	11,568
590377	40370	Washington/Dearborn	10/04/2010	W	8,078
590494	40370	Washington/Dearborn	07/30/2008	W	8,204
590834	40370	Washington/Dearborn	09/11/2016	U	4,669
590906	40370	Washington/Dearborn	12/05/2013	W	13,398
590938	40370	Washington/Dearborn	12/12/2005	W	9,634
590993	40370	Washington/Dearborn	07/05/2003	A	3,136
591100	40370	Washington/Dearborn	11/12/2004	W	10,076
591163	40370	Washington/Dearborn	12/14/2006	W	8,647
591170	40370	Washington/Dearborn	10/29/2015	W	12,667
591474	40370	Washington/Dearborn	06/15/2013	A	5,388
591477	40370	Washington/Dearborn	02/23/2009	W	6,947
